huid;isbulw;totalcnt;czasownikFRAC;interpunkcjaFRAC;liczebnikFRAC;nierozpoznaneFRAC;przyimekFRAC;przymiotnikFRAC;przyslowekFRAC;rzeczownikFRAC;spojnikFRAC;fakt;pap;image;mediagallery;przecinekFRAC;srednikFRAC;dwukropekFRAC;wykrzyknikFRAC;znakzapytaniaFRAC;kropkaFRAC;cudzyslowFRAC;trzykropekFRAC;syl1FRAC;syl2FRAC;syl3FRAC;syl4FRAC;sylmoreFRAC
2008966018;0;319;0.294670846394984;0.294670846394984;0.0188087774294671;0.0940438871473354;0.25705329153605;0.275862068965517;0.0815047021943574;0.70846394984326;0.0376175548589342;0;1;1;0;0.0438871473354232;0;0;0;0;0.0846394984326019;0;0;0.369905956112853;0.22884012539185;0.163009404388715;0.0658307210031348;0.0250783699059561
2012290954;1;157;0.280254777070064;0.21656050955414;0.0254777070063694;0.0764331210191083;0.21656050955414;0.318471337579618;0.165605095541401;0.700636942675159;0.140127388535032;0;0;1;0;0.0509554140127389;0;0.00636942675159236;0.00636942675159236;0;0.0445859872611465;0;0;0.356687898089172;0.286624203821656;0.184713375796178;0.0573248407643312;0.00636942675159236
2015991184;0;482;0.302904564315353;0.311203319502075;0;0.037344398340249;0.244813278008299;0.278008298755187;0.141078838174274;0.647302904564315;0.0954356846473029;0;1;1;0;0.0580912863070539;0;0;0;0;0.0539419087136929;0;0;0.336099585062241;0.219917012448133;0.16597510373444;0.0892116182572614;0.0518672199170125
2025267103;0;498;0.269076305220884;0.309236947791165;0.00803212851405622;0.0240963855421687;0.236947791164659;0.244979919678715;0.0843373493975904;0.755020080321285;0.100401606425703;0;1;0;0;0.0441767068273092;0;0;0;0;0.0682730923694779;0.0160642570281124;0;0.307228915662651;0.236947791164659;0.172690763052209;0.0883534136546185;0.0381526104417671
2027881867;0;311;0.282958199356913;0.302250803858521;0.0128617363344051;0.115755627009646;0.212218649517685;0.2508038585209;0.102893890675241;0.707395498392283;0.0643086816720257;0;1;0;0;0.0289389067524116;0;0;0;0;0.0771704180064309;0;0;0.347266881028939;0.231511254019293;0.15112540192926;0.0964630225080386;0.022508038585209
2033398950;0;384;0.307291666666667;0.307291666666667;0.0104166666666667;0.0520833333333333;0.28125;0.182291666666667;0.0677083333333333;0.734375;0.0885416666666667;0;1;1;0;0.0442708333333333;0;0;0;0.00520833333333333;0.0494791666666667;0.0364583333333333;0;0.356770833333333;0.182291666666667;0.171875;0.109375;0.0260416666666667
2049853360;0;1112;0.194244604316547;0.474820143884892;0.0161870503597122;0.156474820143885;0.190647482014388;0.18705035971223;0.0989208633093525;0.588129496402878;0.113309352517986;0;1;1;0;0.0413669064748201;0.0170863309352518;0;0;0;0.0998201438848921;0.0359712230215827;0;0.415467625899281;0.135791366906475;0.119604316546763;0.0566546762589928;0.0314748201438849
2068317033;0;363;0.181818181818182;0.358126721763085;0.0220385674931129;0.0826446280991736;0.192837465564738;0.369146005509642;0.0550964187327824;0.677685950413223;0.121212121212121;0;1;0;0;0.0550964187327824;0;0;0;0;0.046831955922865;0;0;0.308539944903581;0.201101928374656;0.18732782369146;0.0606060606060606;0.0495867768595041
2071994844;1;129;0.263565891472868;0.418604651162791;0;0.0930232558139535;0.248062015503876;0.155038759689922;0.062015503875969;0.821705426356589;0.0155038759689922;0;0;1;0;0.0387596899224806;0;0;0;0;0.0775193798449612;0.062015503875969;0;0.310077519379845;0.224806201550388;0.170542635658915;0.0697674418604651;0.0155038759689922
2077355190;0;166;0.349397590361446;0.349397590361446;0;0.0602409638554217;0.228915662650602;0.27710843373494;0.120481927710843;0.614457831325301;0.108433734939759;0;0;0;0;0.0602409638554217;0;0.00602409638554217;0;0;0.0421686746987952;0.0542168674698795;0;0.301204819277108;0.240963855421687;0.150602409638554;0.0963855421686747;0.036144578313253
2077558488;0;660;0.26969696969697;0.360606060606061;0.0121212121212121;0.0363636363636364;0.187878787878788;0.260606060606061;0.148484848484848;0.648484848484848;0.121212121212121;0;1;1;0;0.0696969696969697;0;0.00454545454545455;0;0;0.0439393939393939;0.0333333333333333;0;0.312121212121212;0.193939393939394;0.207575757575758;0.0757575757575758;0.053030303030303
2077609642;0;806;0.292803970223325;0.255583126550869;0.0124069478908189;0.0148883374689826;0.181141439205955;0.325062034739454;0.213399503722084;0.590570719602978;0.141439205955335;0;0;1;0;0.0669975186104218;0;0.00248138957816377;0;0;0.0508684863523573;0.00744416873449132;0;0.323821339950372;0.200992555831266;0.188585607940447;0.0632754342431762;0.0421836228287841
2078846077;0;836;0.239234449760766;0.315789473684211;0.0143540669856459;0.0741626794258373;0.203349282296651;0.270334928229665;0.114832535885167;0.705741626794258;0.0980861244019139;0;1;0;0;0.062200956937799;0;0.00478468899521531;0;0;0.0598086124401914;0.0155502392344498;0;0.354066985645933;0.233253588516746;0.157894736842105;0.0645933014354067;0.0334928229665072
2095508953;1;111;0.432432432432432;0.27027027027027;0;0.0540540540540541;0.252252252252252;0.198198198198198;0.216216216216216;0.576576576576577;0.126126126126126;1;0;1;0;0.036036036036036;0;0;0.00900900900900901;0;0.0900900900900901;0;0;0.279279279279279;0.324324324324324;0.189189189189189;0.0540540540540541;0.018018018018018
2097327864;0;502;0.258964143426295;0.250996015936255;0.0119521912350598;0.103585657370518;0.258964143426295;0.338645418326693;0.115537848605578;0.601593625498008;0.0876494023904383;0;0;1;0;0.0597609561752988;0;0.00199203187250996;0;0.00597609561752988;0.0737051792828685;0;0;0.390438247011952;0.213147410358566;0.151394422310757;0.0856573705179283;0.0318725099601594
2104665037;0;226;0.185840707964602;0.380530973451327;0.0176991150442478;0.115044247787611;0.132743362831858;0.194690265486726;0.106194690265487;0.911504424778761;0.0619469026548673;0;0;1;0;0.0442477876106195;0;0.00442477876106195;0;0;0.0442477876106195;0.0353982300884956;0;0.393805309734513;0.216814159292035;0.128318584070796;0.0486725663716814;0.0132743362831858
2104746380;0;312;0.282051282051282;0.224358974358974;0.0256410256410256;0.0512820512820513;0.307692307692308;0.243589743589744;0.102564102564103;0.737179487179487;0.0833333333333333;0;1;0;0;0.0352564102564103;0.00320512820512821;0;0;0;0.0480769230769231;0.00641025641025641;0;0.375;0.243589743589744;0.185897435897436;0.0641025641025641;0.0224358974358974
2104903298;1;162;0.308641975308642;0.271604938271605;0;0.0740740740740741;0.172839506172839;0.345679012345679;0.160493827160494;0.617283950617284;0.0987654320987654;0;0;1;0;0.0617283950617284;0;0;0.0123456790123457;0;0.0555555555555556;0;0;0.308641975308642;0.271604938271605;0.154320987654321;0.104938271604938;0.0308641975308642
2112574115;1;515;0.205825242718447;0.407766990291262;0.0233009708737864;0.100970873786408;0.213592233009709;0.190291262135922;0.128155339805825;0.671844660194175;0.0815533980582524;0;0;1;0;0.0932038834951456;0;0.00388349514563107;0;0;0.0504854368932039;0.0194174757281553;0;0.355339805825243;0.25631067961165;0.130097087378641;0.0407766990291262;0.0135922330097087
2113830444;0;464;0.25;0.306034482758621;0.0129310344827586;0.176724137931034;0.28448275862069;0.25;0.107758620689655;0.594827586206897;0.0517241379310345;0;0;1;0;0.0603448275862069;0;0.0129310344827586;0;0;0.0754310344827586;0;0;0.375;0.189655172413793;0.15948275862069;0.0818965517241379;0.0344827586206897
2115971452;1;214;0.289719626168224;0.373831775700935;0.00934579439252336;0.102803738317757;0.177570093457944;0.252336448598131;0.205607476635514;0.532710280373832;0.130841121495327;0;0;1;0;0.0841121495327103;0;0.0186915887850467;0;0;0.0747663551401869;0.0186915887850467;0.00934579439252336;0.341121495327103;0.238317757009346;0.154205607476636;0.0467289719626168;0.0233644859813084
2119186216;1;113;0.407079646017699;0.300884955752212;0;0.0530973451327434;0.15929203539823;0.230088495575221;0.230088495575221;0.584070796460177;0.15929203539823;1;0;1;0;0.0884955752212389;0;0;0;0;0.0530973451327434;0;0;0.398230088495575;0.247787610619469;0.132743362831858;0.0530973451327434;0
2136785092;0;318;0.245283018867925;0.289308176100629;0.0188679245283019;0.0566037735849057;0.220125786163522;0.176100628930818;0.144654088050314;0.767295597484277;0.119496855345912;0;1;1;0;0.0471698113207547;0;0;0;0;0.0723270440251572;0.00314465408805031;0;0.308176100628931;0.245283018867925;0.160377358490566;0.106918238993711;0.0283018867924528
2143371155;0;312;0.262820512820513;0.288461538461538;0.0128205128205128;0.134615384615385;0.262820512820513;0.217948717948718;0.134615384615385;0.673076923076923;0.102564102564103;0;1;1;0;0.0448717948717949;0.00320512820512821;0;0;0;0.0673076923076923;0.00641025641025641;0;0.423076923076923;0.198717948717949;0.150641025641026;0.0512820512820513;0.032051282051282
2151057636;1;209;0.315789473684211;0.248803827751196;0.00956937799043062;0.0191387559808612;0.210526315789474;0.258373205741627;0.200956937799043;0.708133971291866;0.0861244019138756;1;0;1;1;0.0191387559808612;0;0;0;0;0.0956937799043062;0;0.00478468899521531;0.358851674641148;0.291866028708134;0.148325358851675;0.0574162679425837;0.0191387559808612
2153936054;1;151;0.304635761589404;0.344370860927152;0.0132450331125828;0.0529801324503311;0.23841059602649;0.198675496688742;0.158940397350993;0.71523178807947;0.0794701986754967;1;0;1;0;0.0529801324503311;0;0.00662251655629139;0;0;0.0794701986754967;0;0;0.397350993377483;0.185430463576159;0.158940397350993;0.0662251655629139;0.0264900662251656
2169447966;1;182;0.318681318681319;0.296703296703297;0.010989010989011;0.032967032967033;0.296703296703297;0.0989010989010989;0.208791208791209;0.714285714285714;0.0989010989010989;1;0;1;0;0.0384615384615385;0;0;0;0;0.0769230769230769;0.010989010989011;0;0.285714285714286;0.28021978021978;0.164835164835165;0.0494505494505494;0.0494505494505494
2177553493;0;266;0.338345864661654;0.278195488721804;0.0075187969924812;0.0225563909774436;0.157894736842105;0.157894736842105;0.157894736842105;0.75187969924812;0.12781954887218;0;0;1;0;0.0488721804511278;0;0;0;0;0.0676691729323308;0;0;0.368421052631579;0.240601503759398;0.150375939849624;0.0977443609022556;0.0263157894736842
2183808309;0;2485;0.231790744466801;0.317102615694165;0.0177062374245473;0.028169014084507;0.235814889336016;0.228571428571429;0.189939637826962;0.626961770623742;0.135211267605634;0;0;1;0;0.062374245472837;0.000804828973843058;0.000402414486921529;0;0.000402414486921529;0.0563380281690141;0;0;0.356539235412475;0.232193158953722;0.158551307847082;0.0708249496981891;0.0261569416498994
2184336508;1;144;0.333333333333333;0.25;0.0416666666666667;0.0833333333333333;0.194444444444444;0.222222222222222;0.25;0.597222222222222;0.166666666666667;0;0;1;0;0.0555555555555556;0;0;0.0208333333333333;0;0.0486111111111111;0;0;0.409722222222222;0.222222222222222;0.166666666666667;0.0694444444444444;0.00694444444444444
2187575441;0;284;0.288732394366197;0.338028169014085;0.0492957746478873;0.0422535211267606;0.23943661971831;0.176056338028169;0.183098591549296;0.626760563380282;0.0985915492957746;0;0;1;0;0.0563380281690141;0;0.0211267605633803;0;0;0.0633802816901408;0.00704225352112676;0;0.369718309859155;0.23943661971831;0.144366197183099;0.0352112676056338;0.028169014084507
2193930483;1;218;0.284403669724771;0.357798165137615;0.0275229357798165;0.036697247706422;0.238532110091743;0.192660550458716;0.146788990825688;0.669724770642202;0.128440366972477;0;0;1;0;0.0688073394495413;0;0.00458715596330275;0;0;0.0596330275229358;0;0;0.344036697247706;0.201834862385321;0.197247706422018;0.0596330275229358;0.0229357798165138
2198260241;1;446;0.300448430493274;0.304932735426009;0.0179372197309417;0;0.179372197309417;0.340807174887892;0.183856502242152;0.62780269058296;0.103139013452915;0;0;1;0;0.0582959641255605;0;0;0.0112107623318386;0.0179372197309417;0.0515695067264574;0;0;0.29372197309417;0.309417040358744;0.163677130044843;0.0672645739910314;0.0179372197309417
2200169298;0;342;0.274853801169591;0.280701754385965;0.0175438596491228;0.0760233918128655;0.187134502923977;0.292397660818713;0.175438596491228;0.578947368421053;0.157894736842105;0;1;1;0;0.0614035087719298;0.00292397660818713;0;0;0;0.0350877192982456;0.0204678362573099;0;0.423976608187135;0.216374269005848;0.125730994152047;0.043859649122807;0.043859649122807
2200270682;0;643;0.217729393468118;0.258164852255054;0.0186625194401244;0.124416796267496;0.295489891135303;0.192846034214619;0.111975116640746;0.724727838258165;0.0746500777604977;0;1;1;0;0.0715396578538103;0.0031104199066874;0;0;0;0.0777604976671851;0;0;0.399688958009331;0.250388802488336;0.153965785381026;0.0435458786936236;0.0264385692068429
2201396820;0;163;0.331288343558282;0.245398773006135;0.0122699386503067;0.0736196319018405;0.233128834355828;0.306748466257669;0.098159509202454;0.650306748466258;0.122699386503067;0;0;1;0;0.0674846625766871;0;0;0.00613496932515337;0;0.049079754601227;0;0;0.386503067484663;0.214723926380368;0.202453987730061;0.049079754601227;0.0245398773006135
2225314942;0;304;0.282894736842105;0.328947368421053;0.0131578947368421;0.0394736842105263;0.302631578947368;0.197368421052632;0.0789473684210526;0.736842105263158;0.0986842105263158;0;1;1;0;0.0690789473684211;0;0.00328947368421053;0;0;0.0394736842105263;0.0263157894736842;0;0.365131578947368;0.200657894736842;0.157894736842105;0.0625;0.0460526315789474
2236890757;1;173;0.485549132947977;0.289017341040462;0;0.0809248554913295;0.208092485549133;0.15028901734104;0.265895953757225;0.485549132947977;0.173410404624277;0;0;1;0;0.0578034682080925;0;0;0;0.00578034682080925;0.0578034682080925;0.0173410404624277;0;0.38728323699422;0.260115606936416;0.121387283236994;0.0404624277456647;0.0289017341040462
2239409338;1;130;0.384615384615385;0.338461538461538;0;0.107692307692308;0.107692307692308;0.230769230769231;0.215384615384615;0.615384615384615;0.153846153846154;0;0;1;0;0.0846153846153846;0;0.0153846153846154;0;0;0.0461538461538462;0;0;0.407692307692308;0.2;0.123076923076923;0.0461538461538462;0.0615384615384615
2247379983;0;149;0.322147651006711;0.335570469798658;0;0.0805369127516778;0.25503355704698;0.214765100671141;0.147651006711409;0.644295302013423;0.10738255033557;0;0;1;0;0.0536912751677852;0;0;0;0.00671140939597315;0.0738255033557047;0.0268456375838926;0;0.369127516778524;0.281879194630872;0.12751677852349;0.0402684563758389;0.0268456375838926
2257355467;1;115;0.243478260869565;0.4;0;0.0869565217391304;0.226086956521739;0.156521739130435;0.104347826086957;0.817391304347826;0.0173913043478261;0;0;1;0;0.0521739130434783;0;0;0;0;0.0782608695652174;0.0521739130434783;0;0.339130434782609;0.304347826086957;0.104347826086957;0.0434782608695652;0.00869565217391304
2264098637;1;164;0.390243902439024;0.268292682926829;0.024390243902439;0.121951219512195;0.182926829268293;0.207317073170732;0.207317073170732;0.621951219512195;0.158536585365854;0;0;1;0;0.0609756097560976;0;0;0;0;0.0792682926829268;0;0;0.341463414634146;0.225609756097561;0.182926829268293;0.0853658536585366;0.0365853658536585
2264152622;1;407;0.373464373464373;0.28009828009828;0.0245700245700246;0.0442260442260442;0.26044226044226;0.191646191646192;0.176904176904177;0.584766584766585;0.113022113022113;1;0;1;0;0.0565110565110565;0;0;0.00245700245700246;0.00491400491400491;0.0737100737100737;0;0;0.375921375921376;0.257985257985258;0.167076167076167;0.0343980343980344;0.0171990171990172
2267445956;0;358;0.229050279329609;0.357541899441341;0;0.0726256983240224;0.212290502793296;0.251396648044693;0.111731843575419;0.726256983240223;0.0837988826815642;0;1;1;0;0.0474860335195531;0.00279329608938547;0;0;0;0.0837988826815642;0.0139664804469274;0.00279329608938547;0.307262569832402;0.181564245810056;0.173184357541899;0.103351955307263;0.058659217877095
2268814172;1;101;0.257425742574257;0.297029702970297;0;0.0594059405940594;0.237623762376238;0.356435643564356;0.178217821782178;0.613861386138614;0.0396039603960396;0;1;1;0;0.0396039603960396;0;0;0;0;0.0693069306930693;0.0198019801980198;0;0.376237623762376;0.198019801980198;0.168316831683168;0.099009900990099;0.0297029702970297
2274291443;0;610;0.249180327868852;0.157377049180328;0.00327868852459016;0.0950819672131148;0.334426229508197;0.236065573770492;0.118032786885246;0.731147540983607;0.104918032786885;0;0;0;0;0.0573770491803279;0;0;0;0;0.0491803278688525;0;0;0.385245901639344;0.236065573770492;0.178688524590164;0.0786885245901639;0.0377049180327869
2277596918;0;407;0.221130221130221;0.26044226044226;0.00982800982800983;0.0442260442260442;0.27027027027027;0.28992628992629;0.113022113022113;0.697788697788698;0.132678132678133;0;1;1;0;0.0540540540540541;0;0;0;0;0.058968058968059;0;0;0.363636363636364;0.26044226044226;0.144963144963145;0.0761670761670762;0.0319410319410319
2287857735;0;1410;0.118439716312057;0.126950354609929;0.00283687943262411;0.024822695035461;0.124113475177305;0.124822695035461;0.048936170212766;0.397163120567376;0.0453900709219858;0;0;1;0;0.0439716312056738;0.00141843971631206;0.000709219858156028;0;0;0.0652482269503546;0.00851063829787234;0;0.330496453900709;0.221985815602837;0.168794326241135;0.0978723404255319;0.0524822695035461
2288006582;0;231;0.177489177489178;0.116883116883117;0.00865800865800866;0.0303030303030303;0.121212121212121;0.147186147186147;0.0649350649350649;0.311688311688312;0.0735930735930736;0;0;1;0;0.0649350649350649;0;0;0;0;0.0432900432900433;0.00432900432900433;0;0.445887445887446;0.199134199134199;0.16017316017316;0.0649350649350649;0.0173160173160173
2298646158;0;402;0.134328358208955;0.216417910447761;0.00497512437810945;0.0223880597014925;0.0746268656716418;0.139303482587065;0.0497512437810945;0.328358208955224;0.0671641791044776;0;1;1;0;0.0572139303482587;0;0.00746268656716418;0;0;0.0646766169154229;0.0497512437810945;0;0.278606965174129;0.258706467661692;0.174129353233831;0.0497512437810945;0.0199004975124378
2302049871;1;134;0.141791044776119;0.119402985074627;0.00746268656716418;0.0298507462686567;0.156716417910448;0.0522388059701493;0.0970149253731343;0.402985074626866;0.0597014925373134;0;0;1;0;0.0298507462686567;0;0;0;0;0.0671641791044776;0;0;0.350746268656716;0.194029850746269;0.194029850746269;0.134328358208955;0.0149253731343284
2310749308;0;328;0.11890243902439;0.143292682926829;0;0.0457317073170732;0.134146341463415;0.134146341463415;0.0396341463414634;0.402439024390244;0.0335365853658537;0;0;1;0;0.0579268292682927;0;0;0;0;0.0640243902439024;0.00914634146341463;0;0.320121951219512;0.195121951219512;0.161585365853659;0.128048780487805;0.0609756097560976
2315720881;0;208;0.201923076923077;0.158653846153846;0.0144230769230769;0;0.100961538461538;0.100961538461538;0.125;0.240384615384615;0.100961538461538;0;0;1;0;0.0528846153846154;0;0;0;0.00480769230769231;0.0625;0.00961538461538462;0;0.4375;0.235576923076923;0.105769230769231;0.0528846153846154;0.0144230769230769
2331858795;0;178;0.123595505617978;0.157303370786517;0.0168539325842697;0.101123595505618;0.129213483146067;0.0617977528089888;0.0393258426966292;0.410112359550562;0.0337078651685393;0;1;0;0;0.0224719101123595;0;0.0224719101123595;0;0;0.0674157303370786;0;0;0.325842696629214;0.235955056179775;0.162921348314607;0.0955056179775281;0.0280898876404494
2336577417;0;206;0.179611650485437;0.174757281553398;0;0.058252427184466;0.0970873786407767;0.0970873786407767;0.087378640776699;0.296116504854369;0.0436893203883495;0;0;1;0;0.0631067961165049;0;0;0;0.00485436893203883;0.0679611650485437;0.029126213592233;0;0.286407766990291;0.252427184466019;0.145631067961165;0.106796116504854;0.029126213592233
2337763924;1;187;0.176470588235294;0.176470588235294;0.0053475935828877;0.0106951871657754;0.106951871657754;0.0802139037433155;0.0962566844919786;0.283422459893048;0.0695187165775401;1;0;1;0;0.0695187165775401;0;0;0;0;0.0962566844919786;0;0;0.385026737967914;0.267379679144385;0.117647058823529;0.0374331550802139;0.0160427807486631
2338981861;0;507;0.161735700197239;0.134122287968442;0.0177514792899408;0.0355029585798817;0.153846153846154;0.0729783037475345;0.124260355029586;0.264299802761341;0.0611439842209073;0;0;1;0;0.0433925049309665;0;0.00591715976331361;0;0.00788954635108481;0.0867850098619329;0.00788954635108481;0;0.368836291913215;0.248520710059172;0.112426035502959;0.0394477317554241;0.0335305719921105
2340317916;0;252;0.170634920634921;0.123015873015873;0.00793650793650794;0.0476190476190476;0.0992063492063492;0.107142857142857;0.126984126984127;0.257936507936508;0.0952380952380952;0;0;1;0;0.0793650793650794;0;0;0;0;0.0436507936507936;0;0;0.436507936507937;0.21031746031746;0.178571428571429;0.0317460317460317;0.0198412698412698
2343042357;1;400;0.1125;0.1475;0.0025;0.0275;0.1075;0.1;0.055;0.375;0.0725;0;1;0;0;0.075;0;0;0;0;0.0475;0.01;0;0.3325;0.235;0.1675;0.075;0.0425
2352460094;0;303;0.138613861386139;0.122112211221122;0.0033003300330033;0.0198019801980198;0.158415841584158;0.122112211221122;0.0594059405940594;0.333333333333333;0.0495049504950495;0;1;1;0;0.0495049504950495;0;0;0;0;0.0561056105610561;0;0;0.37953795379538;0.234323432343234;0.161716171617162;0.0726072607260726;0.033003300330033
2354808494;1;157;0.127388535031847;0.184713375796178;0;0.0127388535031847;0.0828025477707006;0.0828025477707006;0.0700636942675159;0.471337579617834;0.0254777070063694;0;0;1;0;0.0382165605095541;0;0.00636942675159236;0;0;0.0700636942675159;0.0636942675159236;0;0.356687898089172;0.24203821656051;0.140127388535032;0.0636942675159236;0.0127388535031847
2364235107;1;267;0.131086142322097;0.134831460674157;0;0;0.0898876404494382;0.198501872659176;0.101123595505618;0.303370786516854;0.0599250936329588;0;0;1;0;0.0561797752808989;0;0;0.00374531835205993;0;0.0636704119850187;0;0;0.333333333333333;0.224719101123595;0.194756554307116;0.0786516853932584;0.0299625468164794
