"1890027476.txt.bas" "1890101851.txt.bas" "1890103988.txt.bas" "1890156207.txt.bas" "1890395099.txt.bas" "1890462881.txt.bas" "1890652893.txt.bas" "1890682620.txt.bas" "1890703572.txt.bas" "1891086726.txt.bas" "1891101914.txt.bas" "1891106392.txt.bas" "1891112222.txt.bas" "1891171357.txt.bas" "1891257311.txt.bas" "1891546053.txt.bas" "1891620868.txt.bas" "1891915961.txt.bas" "1891923077.txt.bas" "1892025866.txt.bas" "1892245955.txt.bas" "1892340434.txt.bas" "1892534714.txt.bas" "1892589293.txt.bas" "1892725699.txt.bas" "1892789605.txt.bas" "1892909234.txt.bas" "1892958992.txt.bas" "1893050500.txt.bas" "1893116438.txt.bas" "1893147744.txt.bas" "1893276944.txt.bas" "1893361877.txt.bas" "1893541260.txt.bas" "1893646907.txt.bas" "1893697858.txt.bas" "1893746839.txt.bas" "1893755147.txt.bas" "1893756693.txt.bas" "1893791140.txt.bas" "1893892415.txt.bas" "1894017728.txt.bas" "1894126537.txt.bas" "1894127376.txt.bas" "1894496974.txt.bas" "1894509832.txt.bas" "1894640791.txt.bas" "1895081988.txt.bas" "1895114844.txt.bas" "1895126174.txt.bas" "1895305901.txt.bas" "1895346435.txt.bas" "1895683451.txt.bas" "1895703314.txt.bas" "1895731122.txt.bas" "1895984143.txt.bas" "1895984584.txt.bas" "1896000767.txt.bas" "1896102464.txt.bas" "1896239259.txt.bas" "1896256269.txt.bas" "1896300123.txt.bas" "1896350157.txt.bas" "1896405571.txt.bas" "1896426796.txt.bas" "1896457303.txt.bas" "1896520587.txt.bas" "1896525011.txt.bas" "1896636135.txt.bas" "1896675029.txt.bas" "1896710580.txt.bas" "1896715283.txt.bas" "1896767304.txt.bas" "1896883749.txt.bas" "1896888312.txt.bas" "1896967598.txt.bas" "1896984208.txt.bas" "1897015613.txt.bas" "1897116619.txt.bas" "1897156573.txt.bas" "1897179403.txt.bas" "1897194594.txt.bas" "1897306750.txt.bas" "1897386989.txt.bas" "1897548558.txt.bas" "1897683288.txt.bas" "1897898580.txt.bas" "1897933878.txt.bas" "1897998009.txt.bas" "1898118344.txt.bas" "1898203174.txt.bas" "1898494588.txt.bas" "1898506029.txt.bas" "1898527070.txt.bas" "1898555587.txt.bas" "1898597998.txt.bas" "1898603214.txt.bas" "1898628060.txt.bas" "1898655705.txt.bas" "1898707472.txt.bas" "1898719061.txt.bas" "1898752765.txt.bas" "1898844520.txt.bas" "1899053266.txt.bas" "1899268603.txt.bas" "1899588712.txt.bas" "1899739352.txt.bas" "1899817020.txt.bas"
"mi³oœæ" 0 0 0 0 0 0 0.602409638554217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.04568527918782 0 0 0 0 0 0 1.03092783505155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"minister" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.206611570247934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.72839506172839 0 0 0 0.869565217391304 0 0 0 0.72289156626506 0 0 0 0 0 0 0 0 0 0 0 1.06951871657754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.595238095238095 0 0 0 0 0 0
"mo¿na" 0.21978021978022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.510204081632653 0 0 0 0 0 0.18348623853211 0 0 0 0 0 1.49253731343284 0 0 0 0 0 0 0 0 0.0938086303939962 0 0 0 0 0 0.43859649122807 0.469483568075117 0 0.135135135135135 0 0 0 0.72992700729927 0 0 0 0 0.909090909090909 0 0 0 0 0 0 0 0 0 0 0 0 0 0.387596899224806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.641025641025641 0 0.0905797101449275 0 0 0.131752305665349
"niestety" 0 0 0 0 0 0 0 0 0 0 0 0 0.440528634361233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38659793814433 0 0 0.72463768115942 0 0 0 0 0.993788819875776 0 1.42857142857143 0 0 0 0 0 0 0 0
"pi¹tek" 0 0 0 0 0 0.952380952380952 0 0 0 0 0 0 0 0 0.206611570247934 0 1.66666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.493827160493827 0 0 0.709219858156028 0 0 0 0 0 0.204081632653061 0 0 0 0 0 0 0 0 0 0 0.53475935828877 0 0 0 0 0.135135135135135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0 0 0.952380952380952 0 0 0 0 0 0 0 0 0 0 0.515463917525773 0 0 0 0.62111801242236 0 0 0 0 0 0 0 1.8018018018018 0 0 0 0
"premier" 0 0 0 0 0 0 0 0.862068965517241 0 0 0 0 0 0 0.619834710743802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.246913580246914 0 0 0 0 0 0 1.49253731343284 0 0 0 0 0 0 0 0 0.844277673545966 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sezon" 0 0 0 0 1.06761565836299 0 0 0 0 0 0 0 0 0 0 0 0 0.460829493087558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.46189376443418 0 0 0 0 0 0.446428571428571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.552486187845304 0 0 1.16959064327485 0 0 0 0 0.985221674876847 0 0 0 0 0 0 0 0 1.92307692307692 0 0 0 0 0
"si³a" 0.10989010989011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.460829493087558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.204081632653061 0.900900900900901 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.563380281690141 0 0 0 0 0 0 0 0 1.51515151515152 0 0 0 0 0 0 0 0.75187969924812 0.285714285714286 0 0 0 0 0.253807106598985 0 0 0 0 0 0 0 0 0.492610837438424 0 0 0 0.124223602484472 0 0 0 0 0 0 0.0905797101449275 0 0 0
"stosowaæ" 1.42857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.285714285714286 0 0 0 0 0 0 0 0 0 0.128865979381443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"szef" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.186567164179104 0 0 0 0 0 0 0 0 0 0 1.96078431372549 0 0.246913580246914 0 0 0 0.869565217391304 0 0 0 0.240963855421687 0 0.3003003003003 0.223214285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0.135135135135135 0 0 0 0 0 0 0 0 0 0 0 0 0.366300366300366 0 0 0 0 0 0 0 0 0 0 0 0.253807106598985 0 0 0 0 0 0.24330900243309 0 0.72463768115942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tam" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.335570469798658 0 0 0 0.460829493087558 0 1.5625 0 0 0 0 0 0 0 0 0 0 0 0 0.490196078431373 0 0 0.18348623853211 0 0 0 0 0 0 0 0.204081632653061 0 0 0.46189376443418 0 0 0 0 0 0 0 0 0 0 0 0 0.135135135135135 0 0.28169014084507 0 0.72992700729927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.257731958762887 0 0 0 0 0 0.62111801242236 0 0 0 0 0 0 0 0 0 0 0 0.131752305665349
"teren" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.490196078431373 0 0 0 0 0 0 0.489396411092985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.563380281690141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.387596899224806 0 0 0 0 0 0 0.38659793814433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.658761528326746
"trener" 0 0 0.302114803625378 0 0.355871886120996 0 0 0.862068965517241 0 0 0.374531835205993 0.220264317180617 0 0 0 0 0 0.460829493087558 0.819672131147541 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.50251256281407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.628930817610063 0 0 0 0 0 0 0 0 0 0.36231884057971 0 0.862068965517241 0
"wynik" 0 0 0 0 0 0.952380952380952 0 0 0 0 0 0.220264317180617 0 0 0.206611570247934 0 0 0 0.409836065573771 0 0 0 0 0 1.06382978723404 0 0 0 0 0 0 0 0 0 0 0.18348623853211 0 0 0 0 0 0 0 0 0 0 0 0 0.50251256281407 0 0.281425891181989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.377358490566038 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.775193798449612 0 0 0 0 0 0 0 0 0 0 0.124223602484472 0 0 0 0 0 0.900900900900901 0 0 0 0
"zdaæ" 0 0 0 0 0 0 0 0 0 0 0 0.220264317180617 0 0 0.206611570247934 0 0 0 0 0 0 0.373134328358209 0 0 0 0 0.840336134453782 0 0 0 0 0 0 0 0 0.18348623853211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0938086303939962 0 0 0 0 0 0 0 0.396825396825397 0.135135135135135 0 0 0 0 0 0 0 0.188679245283019 0 0 0 0 0 0 0 0.8 0.33003300330033 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.628930817610063 0 0 0 0 0 0 0 0 0 0 0 0 0.131752305665349
"zdobyæ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.460829493087558 0 0 0 0.186567164179104 0.387596899224806 0 0 0 0 0 0.469483568075117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.446428571428571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.775193798449612 0 0 0 0 0 0 0 1.88679245283019 0.62111801242236 0 0.124223602484472 1.8348623853211 0 0 0 0 0 0.0905797101449275 0 0.862068965517241 0
"akcja" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.469483568075117 0 0.460829493087558 0 0 0 0 0 0.53475935828877 0 0 0 0.735294117647059 0 0 0 0.364963503649635 0 0 0 0 0 0 0 0 0 0 0 0 0 0.223214285714286 0 0 0 1.06382978723404 0 0 0 0 0 0 0 0 0 0.135135135135135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.9047619047619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.271739130434783 0 0 0
"blisko" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.66666666666667 0 0 0 0 0 0 0 0 0 0 0 0.469483568075117 0 0 0 0 0 0 0 0 0 0 0.163132137030995 0 0 0 0 0.3003003003003 0.446428571428571 0.23094688221709 0 0 0.531914893617021 0.0938086303939962 0 0 0 0 0 0 0 0 0.135135135135135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.24330900243309 0 0 0 0 0 0 0.248447204968944 0 0.714285714285714 0 0 0 0 0 0 0 0
"budowa" 0 0 0 0 0 0 0.602409638554217 0 0 0 0 0 0 0 0 0 3.33333333333333 0 0.409836065573771 0 0 0 0 0 0 0 0 0 0 0 0.75187969924812 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.06951871657754 0 0 0.469483568075117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.46520146520147 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.131752305665349
"coca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.61194029850746 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"coraz" 0 0 0.302114803625378 0 0 0 0 0 0 0 0 0 0 0.335570469798658 0 0 0 0 0.409836065573771 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.204081632653061 0 0.223214285714286 0 0 0 0 0.0938086303939962 0 0.446428571428571 0 0 0 0 0 1.19047619047619 0 0 0.28169014084507 0 0 0 0 0 0.188679245283019 0 0 0 0 0 0 0 0 0 0 0 0 0.952380952380952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.124223602484472 0 0 0 0 0 0 0 0 0 0
"dotyczyæ" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.66666666666667 0 0 0 1.98019801980198 0 0 0.53475935828877 0 0 0 0 0 0 0 0.364963503649635 0 0 0.246913580246914 0.18348623853211 0 0 0 0 0 0 0.240963855421687 0 0 0.223214285714286 0 0 0 0 0.281425891181989 0 0 0 0 0 0 0 0 0.135135135135135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.128865979381443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"kopacz" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.21951219512195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.128865979381443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"natomiast" 0 0 0 0 0 0.952380952380952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.387596899224806 0.53475935828877 0 0.943396226415094 0 0 0 0 0 0 0 0.757575757575758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.469043151969981 0 0 0 0 0 0 0 0 0.27027027027027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.552486187845304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nic" 0.10989010989011 0 0 0 0 0 1.20481927710843 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.186567164179104 0 0 0 0 0 0 0 0 0 0.364963503649635 0 0 0 0.36697247706422 0.571428571428571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.819672131147541 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.75187969924812 0.285714285714286 0 0 0 0 0.253807106598985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.42857142857143 0 0 0 0 0 0 0 0
"organizacja" 0 0 0 1.08695652173913 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.559701492537313 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.163132137030995 0 0 0 0 0 0.446428571428571 0 0 0 0 0 0 0 0 0 0 0 1.40845070422535 0 0 0 0 0 1.45985401459854 0 0 0.303030303030303 0.188679245283019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"otrzymaæ" 0.10989010989011 0 0.302114803625378 0 0 0 0 0 0 0 0.374531835205993 0 0 0 0.206611570247934 0 0 0 0 0 0 0 0 0 0 0.471698113207547 0 0 0 0.510204081632653 0 0 0 0 0 0 0 0 0 0 0 0 0 0.204081632653061 0 0 0 0 0 0 0 0 0 0.564971751412429 0 0 0.87719298245614 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.47783251231527 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"po³owa" 0 0 0.604229607250755 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.921658986175115 0 0 0 0 0 0 0 0 0 0 0.469483568075117 0 0.37593984962406 0 0 0 0 0 0.571428571428571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.38095238095238 0 0 0 0 0 0.28169014084507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.952380952380952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.36231884057971 0 0 0
"seren" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.73913043478261 0 0 0 0 0 0 0 0 0 0
"syria" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2396694214876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.69014084507042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.257731958762887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"trzeba" 0 0 0.302114803625378 0 0 0 0 0 0 0 0 0 0 0.335570469798658 0.206611570247934 0 0 0 0 0 0 0.186567164179104 0 0 0 0 0.420168067226891 0 0 0 0.37593984962406 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.00502512562814 0 0 0 0 0 0 0 0 0.469483568075117 0 0.135135135135135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.8 0 0 0.75187969924812 0 0 0 0 0 0.253807106598985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.909090909090909 0 0
"w³asny" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.246913580246914 0.18348623853211 0 0 0 0 0 0 0 0.204081632653061 0 0 0 0 1.00502512562814 0 0 0 0 0 0 0 0.43859649122807 0 0 0 0 0 0 0 0 0 0 0 0 0 1.51515151515152 0 0 0 0 0 0 0 0 0 0 0 0 0 0.50761421319797 0 0 0 0 0.128865979381443 0 0 0 0 0 0 0 0 0.917431192660551 0 0 0 0 0.900900900900901 0 0 0 0.131752305665349
"woda" 0.43956043956044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.53475935828877 0 0 0 0 0 0 0 0 0 0 0 0 0 0.709219858156028 0 0 0 0 0.72289156626506 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.571428571428571 0 0 0 0.952380952380952 0.253807106598985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.25 0 0 0 0 0 0 0
"wœród" 0.10989010989011 0 0 0 0 0 0 0 0 0 0 0 0 0.335570469798658 0 0 0 0 0 0 0 0 0 0 1.06382978723404 0 0 0 0 0 0 0 0 0 0.246913580246914 0 0 0 0 0.163132137030995 0 0 0 0 0 0 0 0 0 0 0.0938086303939962 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.566037735849057 0 0 0 0 0.366300366300366 0 0 0 0 0 0 0 0 0 0 0 0 0 0.775193798449612 0 0 0.128865979381443 0 0 0 0 0 0 0 0 0 0 0 0.595238095238095 0 0 0.0905797101449275 0 0 0
"wysoki" 0 0 0.302114803625378 0 0 0 0 0 0 0 0 0 0 0 0.206611570247934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.709219858156028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.53475935828877 0 0 0 0 0.135135135135135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.80952380952381 0.930232558139535 0 0 0 0 0 0 0 0.128865979381443 0.24330900243309 0 0 0 0.628930817610063 0 0 0 0 0 0 0 0 0 0 0 0 0
"centrum" 0 0 0 0 0 0 0 0 0 0 0 0 0 1.67785234899329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.163132137030995 0 0 0 0 0 0 0.23094688221709 0 0 0 0 0 0 0 1.06951871657754 0 0 0 0 0 0 0 0.970873786407767 0 0 0 0 0 0 0 0 0 0.366300366300366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dojœæ" 0 0 0 0 0.355871886120996 0 0 0 0 0.813008130081301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.420168067226891 0 0.938967136150235 0 0 0 0 0 0 0 0 0 0 0.163132137030995 0 0 0 0 0 0 0 0.840336134453782 0 0 0 0 0 0 0 0 0 0 0 0 0.632911392405063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.03092783505155 0 0 0 0.62111801242236 0 0 0 0 0 0 0 0 0 1.81818181818182 0 0
"dom" 0 0 0 0 0 0 0 0 0 0 0 0 0.440528634361233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.36697247706422 0 0.709219858156028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.27027027027027 0 0.563380281690141 0 0 0 0 0 0.188679245283019 0 0 0 0 0 0.763358778625954 0 0 0 0 0 0 0 0 0 0 0.253807106598985 0 0 0 0 0 0.24330900243309 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0905797101449275 0 0 0
"ewa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.12570356472795 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.128865979381443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"fakt" 0 0 0 0 0.355871886120996 0 0.602409638554217 0 0.483091787439614 0 0 0 0 0 0 0 0 0.460829493087558 0 0 0 0 0 0 0 0 0 0 0 0 0.37593984962406 0.364963503649635 0 0 0 0.36697247706422 0.571428571428571 0.709219858156028 0 0 0 0 0 0 0 0 0.23094688221709 0 0 0 0.0938086303939962 0 0 0 0 0 0 0 0 0 0 0.28169014084507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"górnik" 0 0 0 0 0.355871886120996 0 0 0 0 0 0 0 0 0 0 0 0 1.38248847926267 1.63934426229508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.23214285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"kibic" 0 0 0 0 0 0 1.20481927710843 0.862068965517241 0 0 0 0.220264317180617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.735294117647059 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.634057971014493 0.909090909090909 0 0
"kraków" 0.21978021978022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.04918032786885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.489396411092985 0 0 0 0 0 0 0 0 0 0 0 0 0 0.282485875706215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.44927536231884 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"liga" 0 0 0.604229607250755 0 0.355871886120996 0 0.602409638554217 0 0 0 0 1.3215859030837 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.552486187845304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.81818181818182 0 0
"³ukaæ" 0 0 0.302114803625378 0 0 0 0 0 0 0 0.374531835205993 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.387596899224806 0 0 0 0 0 0 0 2.18978102189781 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0905797101449275 0 0 0
"miêdzy" 0.21978021978022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.469483568075117 1.66666666666667 0 0 0 0 0 0 0 0 0 0 0.735294117647059 0.938967136150235 0 0 0 0 0 0 0.18348623853211 0 0 0 0 0 0 0 0 0.3003003003003 0 0 0 0 0 0 0 0 0 0 0 0 0 0.396825396825397 0.135135135135135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.595238095238095 0.641025641025641 0 0 0 0 0
